id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,peak,flux,mag,daofind_mag
1,988.4576169953256,1.2928573584283678,0.29382158254669066,-0.2222960750440531,-0.4427663201490335,25,125.61065984302324,1890.1467773937363,-8.191238825429265,-0.1307386574397334
2,1856.841936303495,1.7662672089283893,0.2630105252472317,-0.03878060467439942,-0.7099330584542166,25,139.84615013773623,2454.4522895814357,-8.474886486411686,-0.01554877757356098
3,2267.919035300689,7.716365149177574,0.33200811697562965,-0.5661922704066306,-0.6720344330271218,25,134.05766954737615,2008.0661531574146,-8.256945039954847,-0.20974029829717858
4,1874.2692037009408,17.245133733341248,0.24852442688679383,-0.23102087359197812,-0.9244796952905082,25,139.72555078393458,2426.2839647756296,-8.462354069972386,-0.058217589903461
5,1876.5974669622412,17.602059778425627,0.39019996276082813,-0.2890329339873939,-0.8636417595124526,25,140.29393100919978,1940.1316489152864,-8.219578000673001,-0.1073755646463659
6,1322.8113761097932,32.88965208390069,0.34022743252687826,0.11046755812591015,-0.016412537458811473,25,114.08008094178987,1490.17185393344,-7.933090890680301,-0.14195705350827806
7,1999.698555212008,38.93061304400696,0.4382734761141587,-0.19831372792056512,-0.29683190942541376,25,156.02093621566038,2174.283810510662,-8.343290580394447,-0.21011832023452556
8,1147.863861263387,51.024567741728795,0.3659451405230325,-0.43623276763904006,-0.23925016053338222,25,141.01015434691698,2252.9132773290703,-8.381861186253289,-0.027592007273172757
9,1152.4235996493412,51.571841989672976,0.5251978786039069,0.07308288100120422,-0.6446461941562154,25,169.92467861353126,2196.314431609259,-8.354236288144445,-0.1264055001190032
10,1033.582581257266,52.21303495778315,0.28607984382787705,-0.15671927099148286,-0.644755916306703,25,105.0724164131671,1506.4994459650443,-7.944922440729766,-0.020498761657200937
